Agent,value x,value y,value z
Name,Sheep,Herbivore,25092
Gender,Male,,
Generation,1,,
Sex appeal,106,,
Multiple pregnancy,49.81459,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59933,59947,
Size,22,22,
Stamina,6819172,6819172,
Sense range,1022,,
Velocity,6.0,,
Position,1111.2451,-97.41684,415.14545
Satiate,true,,
Starving,false,,
Hunger,13638388,,
Leptin,17047984,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
