Agent,value x,value y,value z
Name,Sheep,Herbivore,23200
Gender,Male,,
Generation,1,,
Sex appeal,99,,
Multiple pregnancy,49.982098,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,42585,42599,
Size,20,20,
Stamina,10000689,10000689,
Sense range,991,,
Velocity,6.0,,
Position,362.98523,1193.9746,1398.2166
Satiate,true,,
Starving,false,,
Hunger,20001418,,
Leptin,25001772,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
