Agent,value x,value y,value z
Name,Sheep,Herbivore,15002
Gender,Male,,
Generation,1,,
Sex appeal,92,,
Multiple pregnancy,46.215237,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,57521,57535,
Size,20,20,
Stamina,10005291,10005291,
Sense range,932,,
Velocity,5.0,,
Position,198.28375,1106.3539,-1003.26056
Satiate,true,,
Starving,false,,
Hunger,20010622,,
Leptin,25013278,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
