Agent,value x,value y,value z
Name,Sheep,Herbivore,14847
Gender,Male,,
Generation,1,,
Sex appeal,107,,
Multiple pregnancy,64.09141,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59985,59999,
Size,20,20,
Stamina,10175996,10175996,
Sense range,1158,,
Velocity,8.0,,
Position,375.82324,1148.1926,907.11633
Satiate,true,,
Starving,false,,
Hunger,20352032,,
Leptin,25440040,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
