Agent,value x,value y,value z
Name,Sheep,Herbivore,7775
Gender,Male,,
Generation,1,,
Sex appeal,114,,
Multiple pregnancy,48.081947,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59986,60000,
Size,23,23,
Stamina,10000000,10000000,
Sense range,1148,,
Velocity,5.0,,
Position,-797.4698,1312.9967,1229.551
Satiate,true,,
Starving,false,,
Hunger,20000046,,
Leptin,25000058,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
