Agent,value x,value y,value z
Name,Sheep,Herbivore,8043
Gender,Male,,
Generation,1,,
Sex appeal,135,,
Multiple pregnancy,49.95681,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,58570,58584,
Size,20,20,
Stamina,10000242,10000242,
Sense range,1019,,
Velocity,6.0,,
Position,-383.96545,1021.96875,431.22308
Satiate,true,,
Starving,false,,
Hunger,20000524,,
Leptin,25000656,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
