Agent,value x,value y,value z
Name,Sheep,Herbivore,12150
Gender,Male,,
Generation,1,,
Sex appeal,69,,
Multiple pregnancy,52.241226,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59985,59999,
Size,19,19,
Stamina,9995403,9995403,
Sense range,1001,,
Velocity,6.0,,
Position,-447.24445,-396.3572,-860.561
Satiate,true,,
Starving,false,,
Hunger,19990844,,
Leptin,24988556,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
