Agent,value x,value y,value z
Name,Sheep,Herbivore,21272
Gender,Male,,
Generation,1,,
Sex appeal,109,,
Multiple pregnancy,50.034115,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59605,59670,
Size,22,22,
Stamina,9433957,9433957,
Sense range,1106,,
Velocity,6.0,,
Position,1840.099,783.0653,828.2951
Satiate,true,,
Starving,false,,
Hunger,18867946,,
Leptin,23584948,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
