Agent,value x,value y,value z
Name,Sheep,Herbivore,20148
Gender,Male,,
Generation,1,,
Sex appeal,79,,
Multiple pregnancy,50.021885,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59935,60000,
Size,16,16,
Stamina,10000050,10000050,
Sense range,1016,,
Velocity,5.0,,
Position,556.68964,433.43878,105.92162
Satiate,true,,
Starving,false,,
Hunger,20000120,,
Leptin,25000164,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
