Agent,value x,value y,value z
Name,Sheep,Herbivore,30546
Gender,Male,,
Generation,1,,
Sex appeal,99,,
Multiple pregnancy,50.02704,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59935,60000,
Size,20,20,
Stamina,9228990,9228990,
Sense range,1019,,
Velocity,5.0,,
Position,-544.1371,1219.6571,612.5399
Satiate,true,,
Starving,false,,
Hunger,18458008,,
Leptin,23072524,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
