Agent,value x,value y,value z
Name,Sheep,Herbivore,31760
Gender,Male,,
Generation,1,,
Sex appeal,95,,
Multiple pregnancy,50.898403,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,76709,76774,
Size,19,19,
Stamina,9999925,9999925,
Sense range,898,,
Velocity,6.0,,
Position,-223.65843,404.0415,-166.42426
Satiate,true,,
Starving,false,,
Hunger,19999876,,
Leptin,24999860,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
