Agent,value x,value y,value z
Name,Sheep,Herbivore,30372
Gender,Male,,
Generation,1,,
Sex appeal,120,,
Multiple pregnancy,60.06737,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,40535,40600,
Size,20,20,
Stamina,6986652,6986652,
Sense range,1283,,
Velocity,7.0,,
Position,-358.50806,159.50986,904.196
Satiate,true,,
Starving,false,,
Hunger,13973332,,
Leptin,17466680,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
