Agent,value x,value y,value z
Name,Sheep,Herbivore,22121
Gender,Male,,
Generation,1,,
Sex appeal,74,,
Multiple pregnancy,64.094025,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,60342,60407,
Size,23,23,
Stamina,10057722,10057722,
Sense range,1240,,
Velocity,6.0,,
Position,1724.0739,183.56703,1304.0166
Satiate,true,,
Starving,false,,
Hunger,20115478,,
Leptin,25144362,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
