Agent,value x,value y,value z
Name,Sheep,Herbivore,14807
Gender,Male,,
Generation,1,,
Sex appeal,95,,
Multiple pregnancy,48.6001,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,58711,58776,
Size,19,19,
Stamina,13181564,13181564,
Sense range,1049,,
Velocity,6.0,,
Position,1854.1665,-373.59454,-1491.1339
Satiate,true,,
Starving,false,,
Hunger,26363154,,
Leptin,32953958,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
