Agent,value x,value y,value z
Name,Sheep,Herbivore,18856
Gender,Male,,
Generation,1,,
Sex appeal,132,,
Multiple pregnancy,68.77788,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,61342,61642,
Size,19,19,
Stamina,10132149,10132149,
Sense range,1018,,
Velocity,5.0,,
Position,2427.0295,10.999612,43.19349
Satiate,true,,
Starving,false,,
Hunger,20264332,,
Leptin,25330420,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
