Agent,value x,value y,value z
Name,Sheep,Herbivore,18973
Gender,Male,,
Generation,1,,
Sex appeal,107,,
Multiple pregnancy,49.999695,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,80902,81202,
Size,20,20,
Stamina,8551046,8551046,
Sense range,754,,
Velocity,6.0,,
Position,2904.4346,1203.5881,1110.689
Satiate,true,,
Starving,false,,
Hunger,17102128,,
Leptin,21377664,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
