Agent,value x,value y,value z
Name,Sheep,Herbivore,7342
Gender,Male,,
Generation,1,,
Sex appeal,88,,
Multiple pregnancy,39.32875,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59844,60144,
Size,20,20,
Stamina,10067932,10067932,
Sense range,920,,
Velocity,6.0,,
Position,655.1769,102.153076,2481.1155
Satiate,true,,
Starving,false,,
Hunger,20135900,,
Leptin,25169880,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
