Agent,value x,value y,value z
Name,Sheep,Herbivore,11707
Gender,Male,,
Generation,1,,
Sex appeal,94,,
Multiple pregnancy,50.026566,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,43613,43913,
Size,19,19,
Stamina,12069815,12069815,
Sense range,1019,,
Velocity,5.0,,
Position,2365.648,695.0434,-646.6372
Satiate,true,,
Starving,false,,
Hunger,24139664,,
Leptin,30174584,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
