Agent,value x,value y,value z
Name,Sheep,Herbivore,3783
Gender,Male,,
Generation,1,,
Sex appeal,94,,
Multiple pregnancy,49.908035,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,72587,72887,
Size,19,19,
Stamina,8004570,8004570,
Sense range,1030,,
Velocity,5.0,,
Position,-110.56653,198.74379,-2578.9907
Satiate,true,,
Starving,false,,
Hunger,16009174,,
Leptin,20011472,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
