Agent,value x,value y,value z
Name,Sheep,Herbivore,14507
Gender,Male,,
Generation,1,,
Sex appeal,101,,
Multiple pregnancy,58.325527,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,60102,60278,
Size,21,21,
Stamina,10000071,10000071,
Sense range,973,,
Velocity,6.0,,
Position,427.97864,1281.9534,-1485.161
Satiate,true,,
Starving,false,,
Hunger,20000180,,
Leptin,25000230,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
