Agent,value x,value y,value z
Name,Sheep,Herbivore,4379
Gender,Male,,
Generation,1,,
Sex appeal,130,,
Multiple pregnancy,63.971653,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,57851,58027,
Size,20,20,
Stamina,9929879,9929879,
Sense range,1020,,
Velocity,6.0,,
Position,-305.9749,59.497925,141.67975
Satiate,true,,
Starving,false,,
Hunger,19859794,,
Leptin,24824748,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
