Agent,value x,value y,value z
Name,Sheep,Herbivore,15658
Gender,Male,,
Generation,1,,
Sex appeal,99,,
Multiple pregnancy,48.766716,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59822,59998,
Size,20,20,
Stamina,10346308,10346308,
Sense range,1088,,
Velocity,4.0,,
Position,-1265.21,1352.6398,-1331.2915
Satiate,true,,
Starving,false,,
Hunger,20692652,,
Leptin,25865820,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,0,,
,,,
,,,
,,,
,,,
,,,
