Agent,value x,value y,value z
Name,Sheep,Herbivore,15002
Gender,Male,,
Generation,1,,
Sex appeal,92,,
Multiple pregnancy,46.215237,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,57221,57535,
Size,20,20,
Stamina,10005291,10005291,
Sense range,932,,
Velocity,5.0,,
Position,672.65454,1692.8773,-1651.8562
Satiate,true,,
Starving,false,,
Hunger,20010602,,
Leptin,25013278,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,1,,
,,,
,,,
,,,
,,,
,,,
