Agent,value x,value y,value z
Name,Sheep,Herbivore,12102
Gender,Male,,
Generation,1,,
Sex appeal,91,,
Multiple pregnancy,49.761475,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,58733,59047,
Size,19,19,
Stamina,9202517,9202517,
Sense range,922,,
Velocity,6.0,,
Position,1622.7838,-504.54324,-1225.9668
Satiate,true,,
Starving,false,,
Hunger,18405052,,
Leptin,23006340,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,1,,
,,,
,,,
,,,
,,,
,,,
