Agent,value x,value y,value z
Name,Sheep,Herbivore,18537
Gender,Male,,
Generation,1,,
Sex appeal,122,,
Multiple pregnancy,49.53951,,
Pregnancy,0,,
Children,0,,
Homozygous,0,,
Heterozygous,0,,
Life,59647,59961,
Size,18,18,
Stamina,8828875,8828875,
Sense range,1227,,
Velocity,5.0,,
Position,1066.8524,191.43335,2.0922265
Satiate,true,,
Starving,false,,
Hunger,17657766,,
Leptin,22072232,,
Eating,false,,
Watching,true,,
Tracking,false,,
Alive,true,,
Carrion,false,,
Log sequence,1,,
,,,
,,,
,,,
,,,
,,,
